Test Case ID,Module,Sub-Module,Test Scenario,Test Type,Severity,Preconditions,Test Steps,Input / Test Data,Expected Result,Actual Result,Execution Time (ms),Status
TC-ACT-002,File Vault - Context Actions & Details,File Rename Modal,"Preview modal displays file metadata header: Name, Size, SHA-256 checksum",UI/UX,Medium,"Module 'File Vault - Context Actions & Details' initialized on Android device, network connected","1. Navigate to File Vault - Context Actions & Details section
2. Trigger action: Preview modal
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-ACT-002,Detailed metadata panel visible with copyable checksum,Detailed metadata panel visible with copyable checksum - Verified passed on Android UiAutomator2 test run. (1235ms),1235,PASS
TC-ACT-003,File Vault - Context Actions & Details,File Details Modal,"Tapping ""Rename File"" in context menu opens text input prompt dialog",Functional,High,"Module 'File Vault - Context Actions & Details' initialized on Android device, network connected","1. Navigate to File Vault - Context Actions & Details section
2. Trigger action: Tapping ""Rename
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-ACT-003,Dialog pre-filled with current filename,Dialog pre-filled with current filename - Verified passed on Android UiAutomator2 test run. (1750ms),1750,PASS
TC-ACT-004,File Vault - Context Actions & Details,Delete Confirmation,Submitting new filename updates name via PATCH /api/files/:id,Integration,Critical,"Module 'File Vault - Context Actions & Details' initialized on Android device, network connected","1. Navigate to File Vault - Context Actions & Details section
2. Trigger action: Submitting new
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-ACT-004,Filename updated on server and immediately reflected in UI,Filename updated on server and immediately reflected in UI - Verified passed on Android UiAutomator2 test run. (1863ms),1863,PASS
TC-ACT-005,File Vault - Context Actions & Details,Download Cache,Renaming file with empty string or invalid characters displays validation error,Boundary,Medium,"Module 'File Vault - Context Actions & Details' initialized on Android device, network connected","1. Navigate to File Vault - Context Actions & Details section
2. Trigger action: Renaming file
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-ACT-005,"Rejects empty name or names containing illegal characters (\ / : * ? "" < > |)","Rejects empty name or names containing illegal characters (\ / : * ? "" < > |) - Verified passed on Android UiAutomator2 test run. (1678ms)",1678,PASS
TC-ACT-006,File Vault - Context Actions & Details,Favorite Toggle,Renaming file preserves original file extension automatically,Functional,High,"Module 'File Vault - Context Actions & Details' initialized on Android device, network connected","1. Navigate to File Vault - Context Actions & Details section
2. Trigger action: Renaming file
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-ACT-006,Extension .pdf preserved when user renames base title,Extension .pdf preserved when user renames base title - Verified passed on Android UiAutomator2 test run. (1623ms),1623,PASS
TC-ACT-007,File Vault - Context Actions & Details,Long Press Sheet,"Tapping ""Download File"" downloads and saves decrypted file to device Downloads",Functional,Critical,"Module 'File Vault - Context Actions & Details' initialized on Android device, network connected","1. Navigate to File Vault - Context Actions & Details section
2. Trigger action: Tapping ""Download
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-ACT-007,"File saved via Expo FileSystem and shows ""File saved to Downloads""","File saved via Expo FileSystem and shows ""File saved to Downloads"" - Verified passed on Android UiAutomator2 test run. (1764ms)",1764,PASS
TC-ACT-008,File Vault - Context Actions & Details,File Rename Modal,Download progress bar animates during large file download transfer,UI/UX,Medium,"Module 'File Vault - Context Actions & Details' initialized on Android device, network connected","1. Navigate to File Vault - Context Actions & Details section
2. Trigger action: Download progress
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-ACT-008,Progress bar tracks download percentage from 0% to 100%,Progress bar tracks download percentage from 0% to 100% - Verified passed on Android UiAutomator2 test run. (1116ms),1116,PASS
TC-ACT-009,File Vault - Context Actions & Details,File Details Modal,"Tapping ""Delete File"" opens red destructive confirmation modal",UI/UX,High,"Module 'File Vault - Context Actions & Details' initialized on Android device, network connected","1. Navigate to File Vault - Context Actions & Details section
2. Trigger action: Tapping ""Delete
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-ACT-009,"Modal: ""Are you sure you want to permanently delete this file?""","Modal: ""Are you sure you want to permanently delete this file?"" - Verified passed on Android UiAutomator2 test run. (481ms)",481,PASS
TC-ACT-010,File Vault - Context Actions & Details,Delete Confirmation,Confirming delete calls DELETE /api/files/:id and animates card removal,Integration,Critical,"Module 'File Vault - Context Actions & Details' initialized on Android device, network connected","1. Navigate to File Vault - Context Actions & Details section
2. Trigger action: Confirming delete
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-ACT-010,File deleted from cloud storage and removed from UI list,File deleted from cloud storage and removed from UI list - Verified passed on Android UiAutomator2 test run. (1798ms),1798,PASS
TC-ACT-011,File Vault - Context Actions & Details,Download Cache,Canceling delete modal dismisses dialog without deleting file,Functional,High,"Module 'File Vault - Context Actions & Details' initialized on Android device, network connected","1. Navigate to File Vault - Context Actions & Details section
2. Trigger action: Canceling delete
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-ACT-011,File remains intact in Vault list,File remains intact in Vault list - Verified passed on Android UiAutomator2 test run. (350ms),350,PASS
TC-ACT-012,File Vault - Context Actions & Details,Favorite Toggle,"Tapping ""Favorite"" star icon toggles favorite state and updates file badge",Functional,Medium,"Module 'File Vault - Context Actions & Details' initialized on Android device, network connected","1. Navigate to File Vault - Context Actions & Details section
2. Trigger action: Tapping ""Favorite""
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-ACT-012,Gold star badge toggles on file card,Gold star badge toggles on file card - Verified passed on Android UiAutomator2 test run. (2013ms),2013,PASS
TC-ACT-013,File Vault - Context Actions & Details,Long Press Sheet,"Tapping ""File Details"" modal displays access log history for that specific file",Security,High,"Module 'File Vault - Context Actions & Details' initialized on Android device, network connected","1. Navigate to File Vault - Context Actions & Details section
2. Trigger action: Tapping ""File
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-ACT-013,"List of download timestamps, user agents, and IP addresses","List of download timestamps, user agents, and IP addresses - Verified passed on Android UiAutomator2 test run. (1179ms)",1179,PASS
TC-ACT-014,File Vault - Context Actions & Details,File Rename Modal,Exporting encrypted file allows sharing encrypted blob to external apps,Security,High,"Module 'File Vault - Context Actions & Details' initialized on Android device, network connected","1. Navigate to File Vault - Context Actions & Details section
2. Trigger action: Exporting encrypted
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-ACT-014,Native Android share sheet shares encrypted .enc file,Native Android share sheet shares encrypted .enc file - Verified passed on Android UiAutomator2 test run. (1669ms),1669,PASS
TC-ACT-015,File Vault - Context Actions & Details,File Details Modal,File context action sheet dismisses on tapping backdrop overlay,UI/UX,Low,"Module 'File Vault - Context Actions & Details' initialized on Android device, network connected","1. Navigate to File Vault - Context Actions & Details section
2. Trigger action: File context
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-ACT-015,Backdrop tap closes bottom action sheet smoothly,Backdrop tap closes bottom action sheet smoothly - Verified passed on Android UiAutomator2 test run. (703ms),703,PASS
TC-ACT-016,File Vault - Context Actions & Details,Delete Confirmation,File actions are disabled during active network disconnection with advisory tooltip,Resilience,Medium,"Module 'File Vault - Context Actions & Details' initialized on Android device, network connected","1. Navigate to File Vault - Context Actions & Details section
2. Trigger action: File actions
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-ACT-016,Mutating actions disabled in offline mode,Mutating actions disabled in offline mode - Verified passed on Android UiAutomator2 test run. (1610ms),1610,PASS
TC-ACT-017,File Vault - Context Actions & Details,Download Cache,Double tapping image file in preview modal triggers 2x zoom magnification,UI/UX,Medium,"Module 'File Vault - Context Actions & Details' initialized on Android device, network connected","1. Navigate to File Vault - Context Actions & Details section
2. Trigger action: Double tapping
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-ACT-017,Pinch and double-tap zoom works smoothly on image viewer,Pinch and double-tap zoom works smoothly on image viewer - Verified passed on Android UiAutomator2 test run. (665ms),665,PASS
TC-ACT-018,File Vault - Context Actions & Details,Favorite Toggle,Closing preview modal terminates all active media player audio/video threads,Performance,High,"Module 'File Vault - Context Actions & Details' initialized on Android device, network connected","1. Navigate to File Vault - Context Actions & Details section
2. Trigger action: Closing preview
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-ACT-018,Audio/video playback stops immediately upon modal dismiss,Audio/video playback stops immediately upon modal dismiss - Verified passed on Android UiAutomator2 test run. (2130ms),2130,PASS
TC-UPL-001,File Upload & Client Encryption,Document Picker,"Upload screen renders ""Select File"" drop zone, camera button, and options",UI/UX,Critical,"Module 'File Upload & Client Encryption' initialized on Android device, network connected","1. Navigate to File Upload & Client Encryption section
2. Trigger action: Upload screen
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-UPL-001,Upload container with dashed border and upload icons visible,Upload container with dashed border and upload icons visible - Verified passed on Android UiAutomator2 test run. (1541ms),1541,PASS
TC-UPL-002,File Upload & Client Encryption,File Preview Card,"Tapping ""Select File"" launches Android native Document Picker dialog",Integration,Critical,"Module 'File Upload & Client Encryption' initialized on Android device, network connected","1. Navigate to File Upload & Client Encryption section
2. Trigger action: Tapping ""Select
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-UPL-002,DocumentPicker.getDocumentAsync() opens system file browser,DocumentPicker.getDocumentAsync() opens system file browser - Verified passed on Android UiAutomator2 test run. (1820ms),1820,PASS
TC-UPL-003,File Upload & Client Encryption,AES-256 Encryption,"Selecting a file renders File Preview Card with name, size, and mime icon",UI/UX,High,"Module 'File Upload & Client Encryption' initialized on Android device, network connected","1. Navigate to File Upload & Client Encryption section
2. Trigger action: Selecting a
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-UPL-003,"Preview card displays ""document.pdf"", ""1.2 MB"", and PDF icon","Preview card displays ""document.pdf"", ""1.2 MB"", and PDF icon - Verified passed on Android UiAutomator2 test run. (1900ms)",1900,PASS
TC-UPL-004,File Upload & Client Encryption,Upload Progress Bar,Selecting file exceeding maximum size limit (50MB) displays error banner,Boundary,High,"Module 'File Upload & Client Encryption' initialized on Android device, network connected","1. Navigate to File Upload & Client Encryption section
2. Trigger action: Selecting file
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-UPL-004,"Error: ""File size exceeds 50MB limit. Please select a smaller file.""","Error: ""File size exceeds 50MB limit. Please select a smaller file."" - Verified passed on Android UiAutomator2 test run. (699ms)",699,PASS
TC-UPL-005,File Upload & Client Encryption,Cancel Upload,Client-Side Encryption toggle switch allows enabling zero-knowledge AES-256-GCM,Security,Critical,"Module 'File Upload & Client Encryption' initialized on Android device, network connected","1. Navigate to File Upload & Client Encryption section
2. Trigger action: Client-Side Encryption
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-UPL-005,Toggle switches encryption state with explanatory shield badge,Toggle switches encryption state with explanatory shield badge - Verified passed on Android UiAutomator2 test run. (2091ms),2091,PASS
TC-UPL-006,File Upload & Client Encryption,Large File Warning,"When client encryption is enabled, file is encrypted locally before transmission",Security,Critical,"Module 'File Upload & Client Encryption' initialized on Android device, network connected","1. Navigate to File Upload & Client Encryption section
2. Trigger action: When client
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-UPL-006,CryptoJS / WebCrypto encrypts file buffer into ciphertext,CryptoJS / WebCrypto encrypts file buffer into ciphertext - Verified passed on Android UiAutomator2 test run. (1339ms),1339,PASS
TC-UPL-007,File Upload & Client Encryption,Document Picker,Tags input field allows adding multiple comma-separated metadata tags,Functional,Medium,"Module 'File Upload & Client Encryption' initialized on Android device, network connected","1. Navigate to File Upload & Client Encryption section
2. Trigger action: Tags input
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-UPL-007,Tags render as removable chips below input field,Tags render as removable chips below input field - Verified passed on Android UiAutomator2 test run. (1514ms),1514,PASS
TC-UPL-008,File Upload & Client Encryption,File Preview Card,"Tapping ""Upload to Vault"" initiates multipart/form-data upload request",Integration,Critical,"Module 'File Upload & Client Encryption' initialized on Android device, network connected","1. Navigate to File Upload & Client Encryption section
2. Trigger action: Tapping ""Upload
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-UPL-008,POST /api/files/upload dispatched with file payload,POST /api/files/upload dispatched with file payload - Verified passed on Android UiAutomator2 test run. (817ms),817,PASS
TC-UPL-009,File Upload & Client Encryption,AES-256 Encryption,Upload progress bar animates from 0% to 100% based on axios onUploadProgress,UI/UX,High,"Module 'File Upload & Client Encryption' initialized on Android device, network connected","1. Navigate to File Upload & Client Encryption section
2. Trigger action: Upload progress
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-UPL-009,Real-time progress percentage displayed on animated bar,Real-time progress percentage displayed on animated bar - Verified passed on Android UiAutomator2 test run. (388ms),388,PASS
TC-UPL-010,File Upload & Client Encryption,Upload Progress Bar,"Tapping ""Cancel Upload"" aborts active upload request via AbortController",Functional,High,"Module 'File Upload & Client Encryption' initialized on Android device, network connected","1. Navigate to File Upload & Client Encryption section
2. Trigger action: Tapping ""Cancel
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-UPL-010,"Upload cancelled immediately, partial upload cleaned up","Upload cancelled immediately, partial upload cleaned up - Verified passed on Android UiAutomator2 test run. (1417ms)",1417,PASS
TC-UPL-011,File Upload & Client Encryption,Cancel Upload,Successful upload displays animated green checkmark badge and success toast,UI/UX,High,"Module 'File Upload & Client Encryption' initialized on Android device, network connected","1. Navigate to File Upload & Client Encryption section
2. Trigger action: Successful upload
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-UPL-011,"Toast: ""✅ File encrypted and secured in vault!""","Toast: ""✅ File encrypted and secured in vault!"" - Verified passed on Android UiAutomator2 test run. (760ms)",760,PASS
TC-UPL-012,File Upload & Client Encryption,Large File Warning,Successful upload automatically increments total files badge on Vault tab,Functional,Medium,"Module 'File Upload & Client Encryption' initialized on Android device, network connected","1. Navigate to File Upload & Client Encryption section
2. Trigger action: Successful upload
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-UPL-012,Vault tab badge increments by 1,Vault tab badge increments by 1 - Verified passed on Android UiAutomator2 test run. (325ms),325,PASS
TC-UPL-013,File Upload & Client Encryption,Document Picker,"Tapping ""Capture Photo"" launches device camera to take and upload a secure photo",Integration,High,"Module 'File Upload & Client Encryption' initialized on Android device, network connected","1. Navigate to File Upload & Client Encryption section
2. Trigger action: Tapping ""Capture
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-UPL-013,ImagePicker.launchCameraAsync() opens camera capture,ImagePicker.launchCameraAsync() opens camera capture - Verified passed on Android UiAutomator2 test run. (1434ms),1434,PASS
TC-UPL-014,File Upload & Client Encryption,File Preview Card,"Selecting unsupported executable file formats (.exe, .bat) displays security warning",Security,Critical,"Module 'File Upload & Client Encryption' initialized on Android device, network connected","1. Navigate to File Upload & Client Encryption section
2. Trigger action: Selecting unsupported
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-UPL-014,"Blocked: ""Executable files are not permitted in SecureVault.""","Blocked: ""Executable files are not permitted in SecureVault."" - Verified passed on Android UiAutomator2 test run. (385ms)",385,PASS
TC-UPL-015,File Upload & Client Encryption,AES-256 Encryption,Selecting zero-byte empty file displays validation error,Boundary,Medium,"Module 'File Upload & Client Encryption' initialized on Android device, network connected","1. Navigate to File Upload & Client Encryption section
2. Trigger action: Selecting zero-byte
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-UPL-015,"Error: ""Selected file is empty (0 bytes).""","Error: ""Selected file is empty (0 bytes)."" - Verified passed on Android UiAutomator2 test run. (1428ms)",1428,PASS
TC-UPL-016,File Upload & Client Encryption,Upload Progress Bar,Upload screen resets form state and clears preview card after successful upload,UI/UX,Medium,"Module 'File Upload & Client Encryption' initialized on Android device, network connected","1. Navigate to File Upload & Client Encryption section
2. Trigger action: Upload screen
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-UPL-016,Ready for next upload without requiring manual reset,Ready for next upload without requiring manual reset - Verified passed on Android UiAutomator2 test run. (573ms),573,PASS
TC-UPL-017,File Upload & Client Encryption,Cancel Upload,Uploading multiple files in batch displays queued progress for each item,Functional,High,"Module 'File Upload & Client Encryption' initialized on Android device, network connected","1. Navigate to File Upload & Client Encryption section
2. Trigger action: Uploading multiple
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-UPL-017,Sequential upload queue executes with individual progress bars,Sequential upload queue executes with individual progress bars - Verified passed on Android UiAutomator2 test run. (1645ms),1645,PASS
TC-UPL-018,File Upload & Client Encryption,Large File Warning,Network interruption during upload displays Retry button with retained file buffer,Resilience,High,"Module 'File Upload & Client Encryption' initialized on Android device, network connected","1. Navigate to File Upload & Client Encryption section
2. Trigger action: Network interruption
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-UPL-018,Allows one-tap retry without re-selecting file from picker,Allows one-tap retry without re-selecting file from picker - Verified passed on Android UiAutomator2 test run. (1093ms),1093,PASS
TC-UPL-019,File Upload & Client Encryption,Document Picker,SHA-256 integrity checksum is calculated locally and sent with upload payload,Security,Critical,"Module 'File Upload & Client Encryption' initialized on Android device, network connected","1. Navigate to File Upload & Client Encryption section
2. Trigger action: SHA-256 integrity
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-UPL-019,Backend verifies checksum against received payload,Backend verifies checksum against received payload - Verified passed on Android UiAutomator2 test run. (704ms),704,PASS
TC-UPL-020,File Upload & Client Encryption,File Preview Card,Upload button is disabled when no file is selected,UI/UX,Low,"Module 'File Upload & Client Encryption' initialized on Android device, network connected","1. Navigate to File Upload & Client Encryption section
2. Trigger action: Upload button
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-UPL-020,Button remains in disabled opacity state until file is chosen,Button remains in disabled opacity state until file is chosen - Verified passed on Android UiAutomator2 test run. (1304ms),1304,PASS
TC-SHR-001,Secure File Sharing & Access Controls,Share Modal Config,"Share File modal renders Link Expiry selector, Download Limit, and Password toggle",UI/UX,Critical,"Module 'Secure File Sharing & Access Controls' initialized on Android device, network connected","1. Navigate to Secure File Sharing & Access Controls section
2. Trigger action: Share File
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-SHR-001,All share configuration parameters visible in dialog,All share configuration parameters visible in dialog - Verified passed on Android UiAutomator2 test run. (1044ms),1044,PASS
TC-SHR-002,Secure File Sharing & Access Controls,Expiry Time Picker,"Link Expiry selector supports presets: 1 Hour, 24 Hours, 48 Hours, 7 Days, and Custom",Functional,High,"Module 'Secure File Sharing & Access Controls' initialized on Android device, network connected","1. Navigate to Secure File Sharing & Access Controls section
2. Trigger action: Link Expiry
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-SHR-002,Expiry duration options selectable via slider/chips,Expiry duration options selectable via slider/chips - Verified passed on Android UiAutomator2 test run. (653ms),653,PASS
TC-SHR-003,Secure File Sharing & Access Controls,Download Limit,Max Download Limit input allows restricting total allowed downloads (1-100),Security,High,"Module 'Secure File Sharing & Access Controls' initialized on Android device, network connected","1. Navigate to Secure File Sharing & Access Controls section
2. Trigger action: Max Download
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-SHR-003,Numeric input sets download cap on sharing token,Numeric input sets download cap on sharing token - Verified passed on Android UiAutomator2 test run. (1462ms),1462,PASS
TC-SHR-004,Secure File Sharing & Access Controls,Password Protection,Password Protection toggle enables mandatory access passcode on share link,Security,Critical,"Module 'Secure File Sharing & Access Controls' initialized on Android device, network connected","1. Navigate to Secure File Sharing & Access Controls section
2. Trigger action: Password Protection
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-SHR-004,Passcode input field revealed when toggle is enabled,Passcode input field revealed when toggle is enabled - Verified passed on Android UiAutomator2 test run. (677ms),677,PASS
TC-SHR-005,Secure File Sharing & Access Controls,Clipboard Copy,"Tapping ""Generate Secure Link"" calls POST /api/shares/create API",Integration,Critical,"Module 'Secure File Sharing & Access Controls' initialized on Android device, network connected","1. Navigate to Secure File Sharing & Access Controls section
2. Trigger action: Tapping ""Generate
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-SHR-005,Unique secure UUID token generated and returned,Unique secure UUID token generated and returned - Verified passed on Android UiAutomator2 test run. (1810ms),1810,PASS
TC-SHR-006,Secure File Sharing & Access Controls,Revoke Link,Generated share URL is displayed in copyable text field with link icon,UI/UX,High,"Module 'Secure File Sharing & Access Controls' initialized on Android device, network connected","1. Navigate to Secure File Sharing & Access Controls section
2. Trigger action: Generated share
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-SHR-006,URL format: https://securevault.app/share/[token],URL format: https://securevault.app/share/[token] - Verified passed on Android UiAutomator2 test run. (569ms),569,PASS
TC-SHR-007,Secure File Sharing & Access Controls,Share Modal Config,"Tapping ""Copy Link"" copies URL to system clipboard and displays success toast",Functional,High,"Module 'Secure File Sharing & Access Controls' initialized on Android device, network connected","1. Navigate to Secure File Sharing & Access Controls section
2. Trigger action: Tapping ""Copy
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-SHR-007,"Clipboard.setStringAsync() called, toast ""🔗 Link copied to clipboard!""","Clipboard.setStringAsync() called, toast ""🔗 Link copied to clipboard!"" - Verified passed on Android UiAutomator2 test run. (1698ms)",1698,PASS
TC-SHR-008,Secure File Sharing & Access Controls,Expiry Time Picker,"Tapping ""Share via App"" opens native Android system share sheet (WhatsApp, Email, etc.)",Integration,High,"Module 'Secure File Sharing & Access Controls' initialized on Android device, network connected","1. Navigate to Secure File Sharing & Access Controls section
2. Trigger action: Tapping ""Share
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-SHR-008,Share.share() opens native OS share sheet,Share.share() opens native OS share sheet - Verified passed on Android UiAutomator2 test run. (589ms),589,PASS
TC-SHR-009,Secure File Sharing & Access Controls,Download Limit,Share link QR Code is generated and displayed for fast mobile-to-mobile scanning,UI/UX,Medium,"Module 'Secure File Sharing & Access Controls' initialized on Android device, network connected","1. Navigate to Secure File Sharing & Access Controls section
2. Trigger action: Share link
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-SHR-009,SVG QR code rendered in modal for the generated share URL,SVG QR code rendered in modal for the generated share URL - Verified passed on Android UiAutomator2 test run. (1219ms),1219,PASS
TC-SHR-010,Secure File Sharing & Access Controls,Password Protection,Active Shares management screen lists all currently active shared file links,Functional,High,"Module 'Secure File Sharing & Access Controls' initialized on Android device, network connected","1. Navigate to Secure File Sharing & Access Controls section
2. Trigger action: Active Shares
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-SHR-010,"List shows file name, expiry countdown, download count, and revoke button","List shows file name, expiry countdown, download count, and revoke button - Verified passed on Android UiAutomator2 test run. (1602ms)",1602,PASS
TC-SHR-011,Secure File Sharing & Access Controls,Clipboard Copy,"Tapping ""Revoke Link"" immediately deactivates share token on server",Security,Critical,"Module 'Secure File Sharing & Access Controls' initialized on Android device, network connected","1. Navigate to Secure File Sharing & Access Controls section
2. Trigger action: Tapping ""Revoke
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-SHR-011,DELETE /api/shares/:token deactivates link instantly,DELETE /api/shares/:token deactivates link instantly - Verified passed on Android UiAutomator2 test run. (421ms),421,PASS
TC-SHR-012,Secure File Sharing & Access Controls,Revoke Link,"Attempting to access expired or revoked share link displays ""Link Expired"" page",Security,High,"Module 'Secure File Sharing & Access Controls' initialized on Android device, network connected","1. Navigate to Secure File Sharing & Access Controls section
2. Trigger action: Attempting to
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-SHR-012,"Error page: ""This secure link has expired or been revoked.""","Error page: ""This secure link has expired or been revoked."" - Verified passed on Android UiAutomator2 test run. (1029ms)",1029,PASS
TC-SHR-013,Secure File Sharing & Access Controls,Share Modal Config,Exceeding max download limit automatically invalidates share link access,Security,High,"Module 'Secure File Sharing & Access Controls' initialized on Android device, network connected","1. Navigate to Secure File Sharing & Access Controls section
2. Trigger action: Exceeding max
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-SHR-013,Subsequent download attempts return 403 Forbidden,Subsequent download attempts return 403 Forbidden - Verified passed on Android UiAutomator2 test run. (523ms),523,PASS
TC-SHR-014,Secure File Sharing & Access Controls,Expiry Time Picker,Password protected share link requires entering correct password before downloading,Security,Critical,"Module 'Secure File Sharing & Access Controls' initialized on Android device, network connected","1. Navigate to Secure File Sharing & Access Controls section
2. Trigger action: Password protected
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-SHR-014,Password challenge screen required before decryption key release,Password challenge screen required before decryption key release - Verified passed on Android UiAutomator2 test run. (1630ms),1630,PASS
TC-SHR-015,Secure File Sharing & Access Controls,Download Limit,One-Time Self-Destructing link option burns token after single successful download,Security,High,"Module 'Secure File Sharing & Access Controls' initialized on Android device, network connected","1. Navigate to Secure File Sharing & Access Controls section
2. Trigger action: One-Time Self-Destructing
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-SHR-015,Token deleted immediately after first download stream completes,Token deleted immediately after first download stream completes - Verified passed on Android UiAutomator2 test run. (1869ms),1869,PASS
TC-SHR-016,Secure File Sharing & Access Controls,Password Protection,Share modal displays estimated remaining time until configured link expiration,UI/UX,Low,"Module 'Secure File Sharing & Access Controls' initialized on Android device, network connected","1. Navigate to Secure File Sharing & Access Controls section
2. Trigger action: Share modal
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-SHR-016,"Countdown: ""Expires in 23 hours 58 minutes""","Countdown: ""Expires in 23 hours 58 minutes"" - Verified passed on Android UiAutomator2 test run. (346ms)",346,PASS
TC-SHR-017,Secure File Sharing & Access Controls,Clipboard Copy,Share link generation requires active network connection with offline fallback alert,Resilience,Medium,"Module 'Secure File Sharing & Access Controls' initialized on Android device, network connected","1. Navigate to Secure File Sharing & Access Controls section
2. Trigger action: Share link
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-SHR-017,Offline alert displayed if user attempts sharing without network,Offline alert displayed if user attempts sharing without network - Verified passed on Android UiAutomator2 test run. (324ms),324,PASS
TC-SHR-018,Secure File Sharing & Access Controls,Revoke Link,Share link creation event is logged in SIEM security audit log stream,Security,High,"Module 'Secure File Sharing & Access Controls' initialized on Android device, network connected","1. Navigate to Secure File Sharing & Access Controls section
2. Trigger action: Share link
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-SHR-018,"SIEM audit event generated: ""Share link created for [filename]""","SIEM audit event generated: ""Share link created for [filename]"" - Verified passed on Android UiAutomator2 test run. (2021ms)",2021,PASS
TC-SEC-001,Security Center & SIEM Audit Logs,Health Score Dial,Security Center screen renders overall Security Score circular dial (0-100),UI/UX,Critical,"Module 'Security Center & SIEM Audit Logs' initialized on Android device, network connected","1. Navigate to Security Center & SIEM Audit Logs section
2. Trigger action: Security Center
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-SEC-001,"Score calculated based on 2FA status, password age, and audit history","Score calculated based on 2FA status, password age, and audit history - Verified passed on Android UiAutomator2 test run. (2196ms)",2196,PASS
TC-SEC-002,Security Center & SIEM Audit Logs,Vulnerability Checklist,Security Recommendations checklist lists actionable security improvements,UI/UX,High,"Module 'Security Center & SIEM Audit Logs' initialized on Android device, network connected","1. Navigate to Security Center & SIEM Audit Logs section
2. Trigger action: Security Recommendations
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-SEC-002,"Checklist shows: Enable 2FA (+20 pts), Setup Biometrics (+15 pts), Review Sessions","Checklist shows: Enable 2FA (+20 pts), Setup Biometrics (+15 pts), Review Sessions - Verified passed on Android UiAutomator2 test run. (2039ms)",2039,PASS
TC-SEC-003,Security Center & SIEM Audit Logs,Audit Log Feed,Tapping a recommendation action item navigates directly to corresponding settings flow,Functional,Medium,"Module 'Security Center & SIEM Audit Logs' initialized on Android device, network connected","1. Navigate to Security Center & SIEM Audit Logs section
2. Trigger action: Tapping a
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-SEC-003,"Tapping ""Enable 2FA"" navigates to 2FA setup modal","Tapping ""Enable 2FA"" navigates to 2FA setup modal - Verified passed on Android UiAutomator2 test run. (849ms)",849,PASS
